sess,sid,actv_grp,total_ms_tp000,total_ms_tp010,total_ms_tp020,total_ms_tp030,total_ms_tp040,total_ms_tp050,total_ms_tp060,total_ms_tp070,total_ms_tp080,total_ms_tp090,total_ms_tp100,mw_tp000,mw_tp010,mw_tp020,mw_tp030,mw_tp040,mw_tp050,mw_tp060,mw_tp070,mw_tp080,mw_tp090,mw_tp100,mwc_tp000,mwc_tp010,mwc_tp020,mwc_tp030,mwc_tp040,mwc_tp050,mwc_tp060,mwc_tp070,mwc_tp080,mwc_tp090,mwc_tp100,mcl_tp000,mcl_tp010,mcl_tp020,mcl_tp030,mcl_tp040,mcl_tp050,mcl_tp060,mcl_tp070,mcl_tp080,mcl_tp090,mcl_tp100,mcr_tp000,mcr_tp010,mcr_tp020,mcr_tp030,mcr_tp040,mcr_tp050,mcr_tp060,mcr_tp070,mcr_tp080,mcr_tp090,mcr_tp100,mm_tp000,mm_tp010,mm_tp020,mm_tp030,mm_tp040,mm_tp050,mm_tp060,mm_tp070,mm_tp080,mm_tp090,mm_tp100,ks_tp000,ks_tp010,ks_tp020,ks_tp030,ks_tp040,ks_tp050,ks_tp060,ks_tp070,ks_tp080,ks_tp090,ks_tp100
2,100,Other,1000.0,171000.00000000003,333000.0,436200.0,795200.0,1421000.0,1467800.0,1586800.0,2581600.0,6404600.000000001,7586000.0,0.0,3.2000000000000033,21.0,22.0,31.4,395.0,406.0,413.0,698.8,1169.0000000000005,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.20000000000001,100.0,182.4,390.8,584.0,619.6,654.4,1311.2,3131.2000000000003,3534.0,0.0,2.0,2.0,4.0,6.0,8.0,8.0,8.0,78.0,316.0,316.0,0.0,2658.4000000000005,5882.0,10614.4,22251.8,36522.0,38661.8,42230.4,78057.8,167695.00000000003,186822.0,0.0,63.000000000000014,336.0,427.0,855.2,1784.0,1784.0,1784.0,2133.0,3437.2000000000003,3681.0
2,100,Properties,1849000.0,1907200.0,2221600.0,2431200.0,3467000.0000000005,3823500.0,4158200.0,4892199.999999996,5780800.0,6151000.0,6279000.0,417.0,417.0,479.4,592.6,755.0,765.5,797.0,899.2999999999995,1026.0,1038.6,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0,768.3,1030.8,1187.3,1661.6000000000004,1948.5,2080.0,2331.999999999999,2592.8,2947.8,3080.0,12.0,32.0,51.2,72.0,165.60000000000002,246.0,260.0,261.2,269.2,316.0,316.0,45809.0,48632.2,63661.8,71807.9,95258.8,108134.5,116515.6,131748.79999999993,150727.6,159146.5,164598.0,1788.0,1806.0,2021.6,2084.3,2306.8,2401.0,2444.0,3070.199999999999,3332.8,3387.6,3428.0
2,100,Study,302000.0,371800.0,436400.0,984099.9999999995,1961200.0,3612500.0,4631200.0,5238600.0,5884600.0,6488000.0,7586000.0,21.0,22.0,22.0,223.49999999999977,418.2,757.0,847.6,957.0,1028.2,1204.0,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,133.8,186.4,459.9999999999998,825.4,1751.0,2264.4,2513.2,2719.2,3170.0,3532.0,2.0,4.0,4.0,7.399999999999999,32.0,190.0,260.8,262.0,285.2,316.0,316.0,5169.0,7615.4,10716.0,27602.599999999984,51754.8,99173.5,127196.2,142421.6,154078.2,170497.0,186820.0,333.0,415.0,427.0,1187.499999999999,1806.0,2339.0,2958.0,3332.0,3359.6,3442.0,3681.0
2,100,TextEditor,344000.0,769500.0,1483000.0,2307500.0,2699000.0,4516500.0,4737000.0,5200000.0,6329000.0,6687000.0,7586000.0,21.0,29.0,406.0,547.5,718.0,839.0,850.0,924.5,1159.0,1297.0,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,382.0,640.0,1086.0,1346.0,2210.0,2352.0,2503.0,3118.0,3278.0,3530.0,2.0,6.0,8.0,57.0,78.0,260.0,262.0,262.0,316.0,316.0,316.0,6472.0,21540.0,39646.0,66829.0,80243.0,123058.5,131620.0,141198.5,166327.0,176019.5,186799.0,355.0,825.0,1784.0,2033.0,2284.0,2958.0,2972.0,3332.0,3430.0,3473.0,3681.0
2,101,Aulaweb,1412000.0,1796500.0,1916000.0,2549000.0,4553000.0,5125000.0,5172000.0,6509500.0,7107000.0,7834500.0,8430000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,494.0,520.0,926.5,1712.0,1972.0,1978.0,2328.0,2532.0,2778.0,3086.0,0.0,0.0,0.0,40.0,164.0,212.0,212.0,212.0,258.0,276.0,320.0,27942.0,36627.0,38861.0,67062.5,123554.0,139644.5,140358.0,165593.5,182665.0,212186.5,235104.0,578.0,1100.0,1242.0,1324.0,1608.0,1644.0,1644.0,1990.0,2000.0,2196.0,2428.0
2,101,Blank,1353000.0,2058700.0,2363400.0,2643900.0,3169200.0,3500500.0,4467399.999999999,5297999.999999998,7104800.0,7695500.000000001,8512000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,623.4,785.6,909.0,1306.0,1479.5,1706.0,2029.3999999999992,2534.0,2727.0000000000005,3116.0,0.0,0.0,20.0,26.0,80.0,112.0,164.0,212.0,258.0,270.6,320.0,25341.0,45242.4,57403.0,67550.3,93735.4,104861.0,122810.0,144057.39999999997,182736.6,206167.40000000005,238720.0,578.0,1350.4,1356.0,1356.0,1406.0,1456.0,1586.3999999999999,1707.0,2000.0,2168.4,2430.0
2,101,Deeds,9000.0,311000.0,1555000.0000000005,2052300.0,2410600.0,2777000.0,3197800.0,4813099.999999997,5452800.000000002,6984000.0,8418000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,131.8,422.00000000000006,614.4,807.2,1010.0,1340.0,1841.1999999999985,2089.2000000000007,2500.0,3072.0,0.0,0.0,0.0,0.0,20.0,46.0,80.0,207.19999999999953,212.0,258.0,320.0,592.0,10214.4,31604.200000000004,44768.3,59751.6,74143.0,96140.2,130169.79999999993,147748.00000000003,179151.0,233894.0,0.0,307.8,786.8000000000011,1348.2,1356.0,1377.0,1406.0,1608.0,1712.8000000000002,1996.0,2428.0
2,101,Diagram,364000.0,1056600.0000000005,2071000.0,2444800.0,2779000.0,3132000.0,3842599.9999999977,4899800.0,6985800.0,8393000.0,8418000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,360.60000000000014,636.8,820.4,1016.0,1268.0,1522.7999999999993,1898.8,2505.2,3056.0,3070.0,0.0,0.0,0.0,21.2,46.0,80.0,132.79999999999984,212.0,258.0,320.0,320.0,12126.0,26206.60000000001,46100.8,60725.8,74406.0,91401.0,108327.39999999995,133199.2,179408.6,232352.0,233847.0,354.0,753.2000000000003,1352.0,1356.0,1377.0,1402.0,1489.1999999999998,1620.0,1996.0,2424.0,2428.0
2,101,Other,2000.0,1644400.0000000002,1966400.0,2532900.0,4273400.000000003,5161500.0,6467600.0,7122300.0,7366800.0,7440500.0,8427000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.5000000000001,557.2,860.7,1685.200000000001,1979.0,2312.4,2554.6,2578.8,2612.8,3082.0,0.0,0.0,0.0,24.2,159.20000000000022,212.0,212.0,258.0,258.0,258.0,320.0,86.0,31894.800000000007,41380.4,63610.1,119542.80000000006,140261.0,163714.0,184341.4,192177.8,195003.5,234677.0,0.0,1039.0000000000002,1290.0,1356.0,1540.4000000000003,1644.0,1990.0,2000.0,2054.4,2104.0,2428.0
2,101,Properties,2396000.0,2711300.0,2885600.0,3086000.0,3776600.0000000005,4427500.0,4935000.0,6650099.999999997,7060800.0,8167400.0,8418000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,963.6,1097.2,1240.8,1523.6000000000001,1754.0,1902.0,2421.399999999999,2522.6,2960.4,3074.0,20.0,40.0,53.2,80.0,142.40000000000003,187.0,212.0,253.39999999999992,258.0,317.2,320.0,58683.0,71121.7,79937.4,89217.7,108499.20000000001,123860.5,133967.2,173531.49999999994,181524.8,225122.6,233974.0,1356.0,1370.7,1391.0,1392.1,1445.2,1532.0,1624.8,1955.3999999999994,1998.4,2264.4,2428.0
2,101,Study,1417000.0,1997400.0,2353600.0,2717399.9999999995,3204800.0,4047000.0,5116600.0,6093200.0,6651200.000000002,7732200.0,8432000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,582.0,775.6,978.3999999999996,1344.4,1662.0,1952.0,2255.6,2370.8000000000006,2732.8,3092.0,0.0,0.0,18.8,36.799999999999955,80.0,164.0,212.0,212.0,221.20000000000016,268.8,320.0,28097.0,42674.2,56726.2,71835.39999999998,96586.8,117928.0,138471.4,158444.4,169706.60000000006,208124.2,235441.0,578.0,1287.6,1356.0,1366.0,1406.0,1456.0,1641.6,1752.0,1992.0,2196.0,2428.0
2,101,TextEditor,35000.0,296600.0,1216000.0,1921200.0,2375200.0000000014,3167000.0,4907800.0,5576999.999999995,7204400.000000001,8009799.999999999,8502000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,118.0,278.0,532.4,782.0000000000007,1300.0,1886.8,2121.9999999999986,2560.4,2889.9999999999995,3110.0,0.0,0.0,0.0,0.0,16.000000000000078,80.0,212.0,212.0,258.0,307.99999999999983,320.0,1560.0,9571.2,21558.0,39341.2,58077.00000000006,93501.0,132789.6,150135.79999999993,186072.40000000002,219442.79999999996,237825.0,4.0,300.8,490.0,1242.0,1356.0,1406.0,1621.2,1730.3999999999996,2026.4000000000003,2196.0,2430.0
2,102,Aulaweb,1277000.0,3128900.0,7429600.0,7480400.0,7489800.0,7504500.0,7523200.0,7527000.0,7536000.0,7541600.0,7548000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,1306.0,1865.5,3171.0,3180.0,3181.0,3186.0,3191.0,3191.0,3191.0,3191.0,3191.0
2,102,Blank,17000.0,589400.0,749800.0,950400.0,1390800.0000000002,1835000.0,2288000.0,3466199.9999999986,3996000.0000000005,5145000.0,7544000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0.0,862.0,1101.2,1263.2,1306.0,1354.0,1404.0,1772.9999999999964,2089.4000000000005,2317.0,3191.0
2,102,Deeds,12000.0,525500.0000000002,884800.0,1422000.0,1823800.0,2121000.0,2589600.0,3256000.0,4151400.000000003,5235500.000000001,7421000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0.0,736.9000000000005,1240.0,1306.0,1354.0,1402.0,1408.0,1418.0,2141.0000000000014,2317.0,3171.0
2,102,Diagram,273000.0,460800.0000000001,856800.0,1176800.0,1797000.0,2566000.0,2724199.9999999995,3296000.0,4959400.0,6484400.0,7410000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,435.0,576.8000000000002,1158.4,1300.0,1352.0,1408.0,1410.0,1418.8,2263.0,2829.0,3171.0
2,102,Other,6000.0,524000.0,800400.0,2269600.0,3957200.000000001,5316000.0,6617200.0,7484600.0,7497000.0,7510300.0,7567000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0.0,855.4,1104.0,1404.0,2089.0000000000005,2317.0,2829.0,3181.0,3181.0,3191.0,3191.0
2,102,Properties,1601000.0,1623500.0,1723800.0,1822300.0,1944800.0,2001000.0,2023000.0,2086300.0,2448400.0000000005,2947000.0,4910000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,1310.0,1316.2,1339.2,1352.6,1360.4,1374.0,1384.0,1396.4,1403.2,1407.6,2249.0
2,102,Study,3000.0,804400.0,1118200.0,1496000.0,2279000.0,2704000.0,3253400.0,3583800.0,4847400.000000001,5286800.0,7425000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0.0,1104.0,1300.0,1306.0,1404.0,1408.0,1418.0,1993.0,2248.6,2317.0,3171.0
2,102,TextEditor,38000.0,213000.0,491600.0000000001,741800.0,1696600.0000000014,2279000.0,3532200.0,3962600.0,5099600.000000001,6438600.0,7421000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,0.0,347.0,822.4000000000001,1098.0,1339.6000000000001,1404.0,1993.0,2089.4,2317.0,2827.8,3171.0
2,103,Aulaweb,11000.0,3630500.0,3902200.0,4028100.0,5032800.000000001,6148000.0,6173000.0,8056400.0,8067000.0,8257400.0,8533000.0,18.0,1100.2,1174.0,1177.6,1398.8000000000002,1749.0,1756.0,1891.0,1891.0,1933.3,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,697.8,898.2,948.5,1561.6000000000006,2332.0,2354.0,2964.8,2976.8,2992.1,3152.0,0.0,16.2,18.0,21.0,60.000000000000036,114.0,114.0,224.0,224.0,224.0,226.0,316.0,19275.0,24324.4,26063.8,41160.60000000001,59086.5,59676.6,72792.7,72966.4,73480.4,77675.0,0.0,3860.6,4199.0,4199.0,4463.0,4859.0,4899.2,5798.0,5798.0,5798.0,5919.0
2,103,Blank,1085000.0,3430600.0,3582400.0,3661800.0,3891200.0,4056000.0,4688999.999999999,6130600.0,6315400.0,8290200.0,8533000.0,293.0,876.6,1081.0,1092.0,1174.0,1184.0,1242.9999999999995,1714.0,1783.0,1938.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,608.0,649.6,732.4,892.4,952.0,1364.7999999999993,2311.6,2413.6,3014.0,3150.0,4.0,11.2,14.4,16.0,18.0,18.0,50.399999999999984,108.8,117.2,224.0,226.0,12466.0,17334.2,18359.2,20178.4,24052.2,25957.0,37131.19999999998,58601.2,61340.4,73920.0,77645.0,445.0,3642.6,3823.0,3879.0,4199.0,4199.0,4233.8,4859.0,4994.0,5798.0,5919.0
2,103,Deeds,33000.0,371500.00000000006,3557000.0,3832500.0,4247000.000000001,4581000.0,5324400.0,5733199.999999999,6133600.0,7832699.999999999,8526000.0,18.0,32.90000000000003,994.6,1166.8,1186.0,1186.0,1390.0,1410.0,1718.0,1827.9999999999998,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,237.60000000000005,635.6,877.4,1020.6000000000005,1306.5,1656.0,1998.999999999999,2322.4,2941.2999999999997,3146.0,0.0,0.0,13.6,18.0,26.000000000000068,48.0,62.0,93.3999999999999,112.4,224.0,226.0,869.0,5461.500000000002,17979.8,23606.3,28578.600000000017,35192.5,44036.8,51930.599999999984,58763.8,72106.59999999999,77453.0,0.0,109.60000000000001,3785.8,4199.0,4199.0,4223.0,4705.0,4742.8,4859.0,5433.299999999998,5919.0
2,103,Diagram,468000.0,666000.0,1346800.0,2835599.999999999,4523000.0,4568000.0,4580400.0,4618800.0,4688000.0,6064200.0,8062000.0,38.0,50.0,435.0,873.5999999999997,1186.0,1186.0,1186.0,1208.2,1245.4,1437.0,1891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,415.2,510.0,728.5999999999999,1238.0,1280.0,1302.8,1347.4,1396.8,2253.2,2968.0,0.0,2.0,5.6,13.999999999999996,48.0,48.0,48.0,49.6,52.0,106.0,224.0,6959.0,9553.6,13354.2,19445.399999999998,33421.0,34681.0,35158.4,36324.6,37819.0,57170.4,72862.0,112.0,140.6,445.8,2694.5999999999985,4211.0,4211.0,4223.0,4227.8,4235.0,4819.6,5798.0
2,103,Other,3000.0,1052600.0,3328200.0000000005,3636000.0,4476200.000000001,4877500.0,6160200.0,6313100.0,8301000.0,8309600.0,8354000.0,0.0,293.0,816.2000000000003,1092.0,1222.0000000000002,1285.5,1756.0,1783.0,1938.0,1938.0,1938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.2,605.6,724.0,1197.6000000000008,1448.0,2342.4,2411.0,3026.0,3045.8,3092.0,0.0,2.0,10.400000000000004,16.0,37.60000000000005,52.0,114.0,116.0,224.0,226.0,226.0,46.0,11866.0,17169.600000000002,19845.0,33085.80000000002,39482.0,59460.4,61239.8,74223.0,74744.2,75771.0,0.0,441.4,3524.2000000000007,3823.0,4219.0,4592.5,4859.0,4990.9,5798.0,5798.0,5800.0
2,103,Properties,666000.0,4298600.0,4437600.0,4647600.0,5360400.0,5448000.0,5591400.0,5704200.0,5888000.0,6913200.000000001,7642000.0,50.0,1186.0,1186.0,1231.0,1406.0,1410.0,1410.0,1410.0,1410.0,1720.4000000000003,1798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,1046.8,1171.6,1376.4,1689.2,1774.0,1880.4,1976.0,2114.0,2466.0000000000005,2828.0,2.0,28.0,43.2,52.0,63.6,72.0,84.0,90.4,99.2,144.40000000000003,224.0,9598.0,29437.8,32136.2,37125.8,44792.0,46849.0,49445.2,51401.0,54119.0,62784.00000000001,70144.0,118.0,4199.0,4206.2,4235.0,4705.0,4709.0,4727.8,4741.8,4769.0,4965.400000000001,5267.0
2,103,Study,19000.0,3600000.0,3669000.0,3981000.0,4133000.0,4779000.0,6157000.0,6323000.0,8043000.0,8284000.0,8429000.0,18.0,1092.0,1092.0,1174.0,1186.0,1281.0,1756.0,1783.0,1891.0,1938.0,1942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,674.0,734.0,927.0,960.0,1428.0,2338.0,2427.0,2960.0,3000.0,3120.0,0.0,16.0,16.0,18.0,18.0,52.0,114.0,118.0,224.0,224.0,226.0,520.0,18713.0,20244.0,25083.0,26648.0,38979.0,59306.0,61532.0,72512.0,73652.0,76576.0,0.0,3823.0,3893.0,4199.0,4199.0,4249.0,4859.0,5011.0,5798.0,5798.0,5919.0
2,103,Study_Materials,1049000.0,1079600.0,1350600.0,1887199.9999999998,3293800.0,3532000.0,4864800.0,4971000.0,5182200.0,5450799.999999999,6187000.0,293.0,293.0,435.0,474.4,793.4,937.0,1281.0,1290.0,1332.0,1454.5999999999997,1756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,479.6,519.6,560.4,596.0,614.0,1443.6,1489.6,1554.6,1739.5999999999992,2362.0,2.0,3.6,6.4,8.0,10.0,12.0,52.0,53.2,54.0,64.79999999999994,114.0,11797.0,12343.0,13524.8,15163.4,16932.0,17491.0,39386.6,41050.2,42238.2,45835.79999999998,59942.0,441.0,445.0,446.2,929.7999999999992,3465.0,3761.0,4616.8,4687.8,4703.0,4734.2,4926.0
2,103,TextEditor,55000.0,342000.0,942000.0,2683500.0,3729000.0,3817000.0,4531000.0,4927000.0,6187000.0,8164500.0,8531000.0,21.0,21.0,63.0,635.0,1164.0,1166.0,1186.0,1290.0,1756.0,1914.5,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,208.0,448.0,578.0,746.0,862.0,1244.0,1467.0,2364.0,2975.0,3148.0,0.0,0.0,2.0,8.0,16.0,18.0,48.0,52.0,114.0,224.0,226.0,1113.0,4658.5,11052.0,16122.5,20683.0,23230.5,33670.0,40361.0,59968.0,72995.0,77544.0,0.0,100.0,407.0,2552.0,4153.0,4196.0,4211.0,4665.0,4926.0,5798.0,5919.0
2,104,Aulaweb,160000.0,477400.0,621600.0,1030400.0,1948600.0000000007,2447000.0,3396200.0,5236599.999999998,6225200.0,6441000.0,7360000.0,8.0,139.4,149.0,211.6,387.6000000000001,426.0,457.2,525.1999999999999,548.6,575.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,226.8,299.6,651.2,1215.6000000000004,1490.0,1723.2,2235.9999999999995,2522.0,2654.2,3102.0,0.0,0.0,0.0,12.4,42.40000000000002,56.0,56.0,57.599999999999994,58.0,58.0,58.0,4901.0,15221.2,21537.8,39570.4,66615.20000000001,79899.0,99590.4,126402.19999999997,139086.8,146632.6,170793.0,252.0,659.0,737.0,839.2,1565.6000000000008,1988.0,2560.8,3038.9999999999995,3254.6,3585.0,4087.0
2,104,Blank,21000.0,417000.0000000002,1261600.0000000002,1498700.0,1577400.0,1628000.0,2088400.0,2880099.9999999986,4505400.000000001,6437800.0,7248000.0,6.0,135.70000000000002,306.0000000000002,344.0,344.0,344.0,358.0,437.8999999999999,489.0,571.7,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,210.60000000000008,829.2,885.6,980.0,1027.0,1306.2,1618.7999999999997,2064.000000000001,2649.2,3054.0,0.0,0.0,22.0,25.8,36.4,47.0,52.0,56.0,58.0,58.0,58.0,706.0,12772.800000000007,49451.20000000001,54041.0,57291.4,58733.5,69658.4,91692.79999999999,116753.80000000003,146455.3,167854.0,0.0,646.0000000000001,982.0000000000002,1047.0,1073.4,1165.0,1605.6,2282.6999999999994,2972.0000000000005,3583.8,4038.0
2,104,Deeds,58000.0,397000.0,631600.0,999600.0,1185600.0000000002,2396000.0,3051000.0,4030799.9999999995,5446200.000000001,7056800.000000002,7358000.0,6.0,133.0,149.0,195.6,279.60000000000025,383.0,437.0,477.0,525.0,579.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,190.0,314.0,617.2,781.6000000000001,1454.0,1640.0,1919.1999999999996,2284.000000000001,2882.0000000000014,3098.0,0.0,0.0,0.8,10.0,20.800000000000008,56.0,56.0,58.0,58.0,58.0,58.0,1998.0,12176.0,22418.0,38359.6,46238.40000000001,77270.0,92613.0,111327.19999999998,128148.40000000002,160935.80000000005,170541.0,0.0,607.0,737.0,819.2,927.2,1982.0,2304.6,2958.0,3073.8000000000006,3922.800000000001,4087.0
2,104,Diagram,170000.0,454800.0,675200.0,883300.0,927800.0,975500.0,1456999.999999999,2414100.0,3112600.0,6424800.0,7307000.0,12.0,136.3,158.2,182.0,182.0,182.0,340.59999999999997,413.6,446.0,564.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,246.4,356.8,518.4,550.8,605.0,939.5999999999995,1473.2,1677.2,2633.8,3090.0,0.0,0.0,4.0,10.0,10.0,10.0,28.799999999999972,56.0,56.0,58.0,58.0,5619.0,16112.7,24579.4,33123.4,34949.6,37134.5,53418.199999999975,78221.1,94560.4,145314.6,170051.0,252.0,693.8,767.8,816.0,816.0,816.0,1141.999999999999,1987.6,2387.6,3581.0,4087.0
2,104,Other,18000.0,853100.0000000002,1515600.0,1576200.0,1649800.0,2479000.0,4472799.999999998,6459900.0,7367600.0,7449700.0,7501000.0,3.0,189.70000000000005,344.0,344.0,344.0,426.0,486.59999999999997,575.0,676.2,718.8,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,506.10000000000014,916.4,983.0,1051.6,1506.0,2093.5999999999995,2675.6,3114.8,3162.8,3190.0,0.0,10.600000000000001,25.2,35.8,50.4,56.0,58.0,58.0,58.0,58.0,60.0,536.0,32186.40000000001,54434.4,57337.5,59629.4,81679.5,118543.39999999997,148272.2,171319.2,174467.7,175926.0,0.0,833.8000000000001,1047.0,1069.0,1209.0,1988.0,2986.0,3585.0,4087.0,4099.0,4157.0
